order_item_id,order_id,order_date,customer_id,customer_name,product_id,product_name,category,quantity,unit_price,discount,total_amount,city,region,payment_method,shipping_mode,sales_channel,return_status
36,36,2/15/2024,7,Customer_2130,474,Product_413,Beauty,2,3083,15,5241.1,Kolkata,East,UPI,Same Day,Marketplace,No
37,37,11/10/2025,2949,Customer_1231,260,Product_159,Sports,3,3396,25,7641,Delhi,North,COD,Same Day,Mobile App,Yes
38,38,3/6/2025,2775,Customer_713,316,Product_292,Fashion,4,4588,30,12846.4,Kolkata,East,UPI,Express,Marketplace,Yes
39,39,3/16/2025,2485,Customer_2682,165,Product_239,Sports,4,1850,20,5920,Lucknow,North,NetBanking,Same Day,Mobile App,Yes
40,40,10/17/2024,2720,Customer_2593,318,Product_172,Electronics,2,2642,5,5019.8,Lucknow,North,Card,Standard,Website,Yes
41,41,9/7/2024,2504,Customer_299,234,Product_213,Beauty,2,3245,15,5516.5,Kolkata,East,NetBanking,Standard,Mobile App,Yes
42,42,2/7/2026,1742,Customer_897,91,Product_412,Beauty,4,511,20,1635.2,Delhi,North,Card,Standard,Retail,Yes
43,43,3/31/2026,2735,Customer_2176,287,Product_305,Fashion,4,4235,15,14399,Kolkata,East,NetBanking,Standard,Retail,No
44,44,9/22/2024,2612,Customer_1136,393,Product_399,Beauty,4,2059,10,7412.4,Mumbai,West,NetBanking,Standard,Marketplace,Yes
45,45,10/5/2024,1310,Customer_2213,42,Product_71,Home,2,3237,25,4855.5,Bengaluru,South,Card,Same Day,Mobile App,Yes
46,46,2/28/2025,1356,Customer_2223,239,Product_213,Electronics,2,3541,15,6019.7,Kolkata,East,UPI,Same Day,Retail,No
47,47,1/7/2024,1224,Customer_1598,437,Product_457,Sports,5,4573,30,16005.5,Bengaluru,South,Card,Express,Mobile App,No
48,48,3/22/2025,119,Customer_1593,173,Product_343,Sports,2,3928,5,7463.2,Kolkata,East,UPI,Express,Website,Yes
49,49,10/20/2025,556,Customer_1892,94,Product_26,Fashion,4,2781,5,10567.8,Kolkata,East,NetBanking,Express,Marketplace,No
50,50,10/11/2024,1034,Customer_336,241,Product_10,Beauty,1,2966,5,2817.7,Kolkata,East,UPI,Same Day,Website,Yes
51,51,9/10/2024,84,Customer_2545,79,Product_123,Home,4,1037,20,3318.4,Mumbai,West,Card,Express,Marketplace,No
52,52,6/20/2024,2488,Customer_2943,59,Product_399,Home,3,985,20,2364,Lucknow,North,UPI,Express,Retail,No
53,53,1/2/2026,312,Customer_2426,354,Product_426,Home,1,2570,30,1799,Mumbai,West,UPI,Same Day,Website,No
54,54,6/29/2025,2710,Customer_1518,36,Product_260,Fashion,1,3541,30,2478.7,Kolkata,East,NetBanking,Standard,Retail,No
55,55,10/12/2025,2898,Customer_627,223,Product_91,Beauty,3,4508,30,9466.8,Kolkata,East,NetBanking,Express,Retail,No
56,56,11/26/2024,355,Customer_1143,452,Product_231,Home,4,4768,20,15257.6,Mumbai,West,NetBanking,Express,Website,No
57,57,5/21/2026,745,Customer_1998,109,Product_182,Fashion,3,2390,20,5736,Bengaluru,South,COD,Same Day,Website,Yes
58,58,3/28/2024,2950,Customer_1665,251,Product_285,Home,4,4120,15,14008,Mumbai,West,UPI,Standard,Marketplace,Yes
59,59,2/18/2025,1255,Customer_2720,298,Product_189,Sports,5,4449,10,20020.5,Mumbai,West,NetBanking,Same Day,Marketplace,No
60,60,12/20/2025,1110,Customer_1256,129,Product_119,Electronics,2,2684,0,5368,Kolkata,East,Card,Standard,Mobile App,No
61,61,10/10/2024,2149,Customer_2445,145,Product_52,Home,3,1963,10,5300.1,Lucknow,North,Card,Express,Website,Yes
62,62,10/7/2024,224,Customer_2267,150,Product_358,Home,4,940,30,2632,Delhi,North,UPI,Same Day,Marketplace,No
63,63,5/5/2025,1396,Customer_756,495,Product_27,Fashion,4,1034,30,2895.2,Kolkata,East,UPI,Express,Retail,Yes
64,64,8/13/2025,622,Customer_612,416,Product_289,Fashion,1,2133,0,2133,Delhi,North,NetBanking,Same Day,Mobile App,No
65,65,4/6/2025,1218,Customer_2411,220,Product_157,Beauty,5,593,20,2372,Kolkata,East,UPI,Standard,Mobile App,No
66,66,11/7/2025,644,Customer_983,89,Product_283,Electronics,2,121,15,205.7,Delhi,North,NetBanking,Same Day,Retail,No
67,67,2/3/2024,1181,Customer_2896,145,Product_360,Sports,1,2012,10,1810.8,Mumbai,West,Card,Express,Website,Yes
68,68,10/25/2025,1089,Customer_583,37,Product_31,Home,3,4974,25,11191.5,Mumbai,West,COD,Express,Website,No
69,69,12/6/2025,2867,Customer_1649,483,Product_140,Beauty,5,4145,15,17616.25,Bengaluru,South,UPI,Same Day,Website,No
70,70,1/22/2026,2473,Customer_1026,14,Product_47,Home,5,4909,0,24545,Bengaluru,South,COD,Same Day,Website,Yes
71,71,4/26/2025,2669,Customer_1812,470,Product_143,Home,5,3670,25,13762.5,Lucknow,North,NetBanking,Standard,Retail,No
72,72,2/22/2025,1316,Customer_2745,54,Product_440,Home,3,3472,25,7812,Bengaluru,South,NetBanking,Express,Retail,Yes
73,73,4/10/2025,1289,Customer_1034,166,Product_60,Sports,5,109,25,408.75,Delhi,North,NetBanking,Express,Website,Yes
74,74,6/14/2025,2551,Customer_2042,321,Product_227,Electronics,2,2287,20,3659.2,Bengaluru,South,Card,Express,Retail,No
75,75,5/4/2024,2581,Customer_2494,410,Product_123,Home,3,4612,0,13836,Delhi,North,NetBanking,Standard,Mobile App,Yes
76,76,4/17/2025,2654,Customer_631,256,Product_478,Fashion,5,2339,15,9940.75,Delhi,North,NetBanking,Express,Mobile App,No
77,77,7/18/2025,1572,Customer_781,472,Product_307,Beauty,2,671,10,1207.8,Mumbai,West,NetBanking,Express,Marketplace,Yes
78,78,10/16/2024,2405,Customer_2376,338,Product_251,Home,4,4512,15,15340.8,Bengaluru,South,COD,Express,Retail,No
79,79,11/25/2024,2857,Customer_979,293,Product_197,Home,4,457,10,1645.2,Mumbai,West,NetBanking,Same Day,Retail,No
80,80,11/10/2025,2029,Customer_152,65,Product_258,Beauty,3,922,30,1936.2,Mumbai,West,NetBanking,Standard,Retail,Yes
81,81,1/9/2026,1680,Customer_2682,497,Product_80,Electronics,4,2271,10,8175.6,Mumbai,West,NetBanking,Same Day,Website,No
82,82,5/22/2026,1557,Customer_1298,321,Product_368,Sports,5,394,20,1576,Lucknow,North,UPI,Standard,Marketplace,Yes
83,83,2/3/2026,1778,Customer_404,390,Product_325,Electronics,4,1462,25,4386,Delhi,North,COD,Standard,Website,No
84,84,3/26/2026,1202,Customer_1469,192,Product_221,Home,2,4451,15,7566.7,Delhi,North,Card,Standard,Mobile App,Yes
85,85,9/16/2025,2539,Customer_2799,124,Product_255,Beauty,2,2002,15,3403.4,Kolkata,East,COD,Express,Marketplace,Yes
86,86,4/3/2026,1179,Customer_2776,280,Product_81,Electronics,4,2930,20,9376,Kolkata,East,COD,Same Day,Retail,No
87,87,4/12/2025,816,Customer_1576,437,Product_248,Electronics,2,3224,20,5158.4,Bengaluru,South,COD,Same Day,Marketplace,No
88,88,1/23/2024,1125,Customer_34,290,Product_443,Electronics,5,4169,30,14591.5,Kolkata,East,COD,Standard,Marketplace,Yes
89,89,10/13/2025,2544,Customer_1027,348,Product_387,Home,1,422,10,379.8,Mumbai,West,NetBanking,Standard,Marketplace,Yes
90,90,4/2/2024,1339,Customer_1702,90,Product_103,Home,5,3097,20,12388,Bengaluru,South,COD,Standard,Marketplace,No
91,91,4/5/2026,1388,Customer_472,240,Product_494,Electronics,2,1948,30,2727.2,Bengaluru,South,NetBanking,Same Day,Marketplace,Yes
92,92,3/20/2026,58,Customer_1084,275,Product_64,Sports,3,2247,20,5392.8,Kolkata,East,NetBanking,Same Day,Marketplace,Yes
93,93,11/22/2025,1932,Customer_103,318,Product_453,Beauty,3,1913,25,4304.25,Mumbai,West,UPI,Same Day,Retail,No
94,94,10/26/2025,478,Customer_573,24,Product_485,Electronics,3,4135,0,12405,Kolkata,East,UPI,Standard,Mobile App,No
95,95,4/9/2025,2747,Customer_2853,485,Product_277,Sports,5,1365,15,5801.25,Bengaluru,South,UPI,Express,Retail,No
96,96,2/3/2024,890,Customer_1817,228,Product_487,Home,3,913,25,2054.25,Bengaluru,South,COD,Same Day,Marketplace,Yes
97,97,2/11/2025,778,Customer_501,486,Product_435,Sports,1,1837,25,1377.75,Bengaluru,South,UPI,Standard,Marketplace,Yes
98,98,5/8/2024,841,Customer_282,425,Product_392,Beauty,2,4903,5,9315.7,Lucknow,North,Card,Express,Mobile App,Yes
99,99,10/10/2024,533,Customer_2213,129,Product_409,Home,1,311,5,295.45,Mumbai,West,UPI,Express,Mobile App,No
100,100,1/17/2024,1087,Customer_215,65,Product_380,Sports,5,1031,25,3866.25,Mumbai,West,UPI,Express,Retail,No
101,101,6/9/2025,447,Customer_1852,258,Product_114,Beauty,1,4371,10,3933.9,Lucknow,North,NetBanking,Same Day,Website,Yes
102,102,5/5/2025,1747,Customer_2811,56,Product_252,Sports,1,761,10,684.9,Kolkata,East,Card,Standard,Mobile App,No
103,103,10/1/2025,2247,Customer_2917,167,Product_196,Beauty,5,2515,15,10688.75,Lucknow,North,NetBanking,Standard,Website,Yes
104,104,3/16/2025,936,Customer_1695,174,Product_424,Sports,4,3507,25,10521,Kolkata,East,UPI,Express,Retail,No
105,105,11/12/2025,1534,Customer_626,352,Product_473,Sports,1,847,30,592.9,Bengaluru,South,UPI,Standard,Retail,Yes
106,106,2/1/2026,533,Customer_2279,31,Product_301,Beauty,5,2800,25,10500,Bengaluru,South,UPI,Express,Marketplace,No
107,107,6/7/2026,1179,Customer_2460,160,Product_181,Electronics,5,4256,5,20216,Delhi,North,Card,Same Day,Retail,Yes
108,108,5/17/2026,1435,Customer_2279,189,Product_59,Fashion,5,1952,30,6832,Delhi,North,NetBanking,Same Day,Website,No
109,109,1/30/2024,1120,Customer_2879,391,Product_159,Fashion,3,150,5,427.5,Mumbai,West,Card,Same Day,Retail,Yes
110,110,5/25/2024,376,Customer_2173,111,Product_193,Sports,4,2892,5,10989.6,Delhi,North,COD,Express,Marketplace,Yes
111,111,2/23/2024,645,Customer_2531,26,Product_346,Electronics,3,3729,25,8390.25,Mumbai,West,NetBanking,Express,Retail,No
112,112,10/6/2024,2099,Customer_467,177,Product_221,Electronics,3,4958,15,12642.9,Mumbai,West,COD,Standard,Mobile App,No
113,113,9/5/2025,32,Customer_838,155,Product_485,Home,2,2193,10,3947.4,Delhi,North,COD,Standard,Website,No
114,114,2/3/2026,720,Customer_530,195,Product_273,Home,5,4677,30,16369.5,Kolkata,East,COD,Standard,Retail,Yes
115,115,3/22/2025,1884,Customer_319,442,Product_161,Beauty,4,4797,15,16309.8,Delhi,North,NetBanking,Express,Website,No
116,116,1/22/2024,704,Customer_2532,236,Product_426,Fashion,1,3677,30,2573.9,Bengaluru,South,UPI,Standard,Retail,No
117,117,6/20/2025,1622,Customer_1271,382,Product_174,Home,3,1477,0,4431,Delhi,North,UPI,Same Day,Mobile App,No
118,118,12/25/2024,968,Customer_422,75,Product_132,Home,2,1352,30,1892.8,Mumbai,West,UPI,Standard,Retail,No
119,119,2/11/2026,2374,Customer_1839,349,Product_474,Beauty,5,2747,30,9614.5,Lucknow,North,COD,Standard,Retail,Yes
120,120,4/25/2025,2587,Customer_1241,408,Product_141,Beauty,1,2983,20,2386.4,Kolkata,East,UPI,Express,Retail,No
121,121,2/8/2024,1511,Customer_1176,40,Product_331,Electronics,5,4966,20,19864,Delhi,North,NetBanking,Express,Website,No
122,122,4/9/2026,2670,Customer_772,165,Product_310,Sports,5,1335,0,6675,Lucknow,North,NetBanking,Standard,Marketplace,Yes
123,123,5/31/2025,161,Customer_1015,363,Product_225,Sports,5,4382,20,17528,Mumbai,West,Card,Express,Marketplace,No
124,124,1/31/2025,1386,Customer_2781,307,Product_27,Fashion,1,2800,0,2800,Kolkata,East,NetBanking,Express,Marketplace,Yes
125,125,12/7/2024,2387,Customer_2719,73,Product_470,Fashion,3,3310,5,9433.5,Delhi,North,UPI,Express,Retail,No
126,126,4/12/2026,2745,Customer_2879,425,Product_485,Beauty,1,3568,20,2854.4,Mumbai,West,COD,Standard,Marketplace,No
127,127,7/3/2024,1400,Customer_1992,99,Product_116,Home,2,732,10,1317.6,Mumbai,West,UPI,Same Day,Website,No
128,128,6/16/2026,537,Customer_2447,193,Product_79,Home,2,1456,25,2184,Lucknow,North,NetBanking,Standard,Retail,No
129,129,11/23/2025,1820,Customer_2501,146,Product_386,Sports,2,4474,5,8500.6,Mumbai,West,COD,Express,Mobile App,No
130,130,11/25/2025,1805,Customer_1892,394,Product_145,Sports,5,4420,15,18785,Lucknow,North,Card,Standard,Mobile App,No
131,131,2/23/2024,1521,Customer_2272,479,Product_53,Beauty,1,2435,0,2435,Kolkata,East,Card,Express,Retail,Yes
132,132,4/30/2026,376,Customer_910,419,Product_231,Fashion,1,3498,0,3498,Kolkata,East,NetBanking,Same Day,Marketplace,Yes
133,133,1/30/2025,1536,Customer_920,15,Product_164,Electronics,3,1296,5,3693.6,Delhi,North,UPI,Express,Retail,Yes
134,134,2/16/2026,1838,Customer_2521,3,Product_464,Electronics,1,2196,5,2086.2,Kolkata,East,Card,Same Day,Retail,Yes
135,135,3/5/2026,974,Customer_1234,63,Product_25,Home,4,3844,0,15376,Bengaluru,South,UPI,Express,Website,Yes
136,136,1/5/2026,1194,Customer_1759,1,Product_315,Fashion,2,4774,15,8115.8,Mumbai,West,Card,Same Day,Website,No
137,137,3/10/2024,2229,Customer_2079,403,Product_260,Beauty,1,3298,30,2308.6,Lucknow,North,NetBanking,Standard,Retail,No
138,138,9/16/2024,1463,Customer_277,177,Product_124,Electronics,5,2823,5,13409.25,Delhi,North,UPI,Express,Marketplace,Yes
139,139,4/30/2026,2849,Customer_1961,324,Product_94,Home,1,3849,0,3849,Kolkata,East,COD,Standard,Website,Yes
140,140,2/12/2024,1271,Customer_2112,204,Product_418,Beauty,4,2175,0,8700,Bengaluru,South,Card,Express,Marketplace,Yes
141,141,6/5/2026,1120,Customer_510,410,Product_189,Sports,4,3702,15,12586.8,Bengaluru,South,COD,Standard,Retail,No
142,142,1/11/2025,1093,Customer_339,373,Product_218,Electronics,4,1578,20,5049.6,Lucknow,North,COD,Express,Website,Yes
143,143,12/1/2024,1256,Customer_1827,309,Product_368,Sports,2,3736,10,6724.8,Bengaluru,South,NetBanking,Standard,Marketplace,No
144,144,10/8/2024,308,Customer_2750,327,Product_208,Fashion,5,1410,0,7050,Delhi,North,Card,Same Day,Retail,Yes
145,145,5/9/2024,967,Customer_2643,188,Product_186,Sports,5,365,20,1460,Delhi,North,Card,Same Day,Retail,No
146,146,1/15/2025,315,Customer_2351,71,Product_272,Fashion,4,2675,25,8025,Kolkata,East,COD,Standard,Website,Yes
147,147,1/23/2026,2045,Customer_2121,199,Product_468,Beauty,1,2244,30,1570.8,Mumbai,West,COD,Same Day,Retail,Yes
148,148,9/18/2025,2843,Customer_2012,103,Product_63,Home,1,3803,5,3612.85,Bengaluru,South,NetBanking,Standard,Marketplace,No
149,149,12/27/2025,2253,Customer_2221,149,Product_457,Fashion,2,1526,30,2136.4,Delhi,North,COD,Same Day,Mobile App,Yes
150,150,7/24/2024,970,Customer_2024,14,Product_185,Beauty,5,3122,15,13268.5,Mumbai,West,Card,Same Day,Website,Yes
151,151,11/12/2024,2937,Customer_2945,246,Product_270,Sports,4,4809,0,19236,Kolkata,East,Card,Express,Website,No
152,152,4/22/2025,1412,Customer_526,450,Product_425,Beauty,5,1590,30,5565,Lucknow,North,Card,Express,Website,Yes
153,153,6/14/2025,1246,Customer_675,83,Product_166,Home,3,4350,10,11745,Mumbai,West,UPI,Express,Mobile App,No
154,154,5/8/2024,2517,Customer_2186,48,Product_258,Home,5,4856,5,23066,Bengaluru,South,Card,Same Day,Marketplace,Yes
155,155,4/25/2026,333,Customer_187,486,Product_329,Beauty,3,1826,30,3834.6,Delhi,North,NetBanking,Same Day,Website,No
156,156,10/4/2025,1187,Customer_2630,490,Product_155,Sports,2,3426,10,6166.8,Lucknow,North,NetBanking,Standard,Website,Yes
157,157,3/26/2025,1984,Customer_1903,105,Product_175,Beauty,2,2660,30,3724,Kolkata,East,COD,Same Day,Marketplace,No
158,158,5/13/2024,2110,Customer_2301,55,Product_164,Home,4,1103,10,3970.8,Bengaluru,South,NetBanking,Standard,Mobile App,Yes
159,159,2/21/2024,1574,Customer_2521,215,Product_128,Home,3,4832,25,10872,Bengaluru,South,COD,Standard,Mobile App,No
160,160,6/11/2025,2043,Customer_1264,255,Product_12,Electronics,4,4240,15,14416,Kolkata,East,Card,Standard,Marketplace,Yes
161,161,2/21/2024,2028,Customer_2448,452,Product_432,Sports,3,4496,0,13488,Bengaluru,South,UPI,Express,Mobile App,No
162,162,1/14/2026,1652,Customer_1499,24,Product_206,Electronics,5,4702,5,22334.5,Bengaluru,South,COD,Same Day,Marketplace,Yes
163,163,1/30/2025,1845,Customer_2253,144,Product_423,Beauty,5,1073,5,5096.75,Lucknow,North,UPI,Express,Marketplace,No
164,164,7/25/2025,591,Customer_816,309,Product_261,Sports,5,429,0,2145,Bengaluru,South,UPI,Standard,Marketplace,No
165,165,6/15/2025,611,Customer_2484,458,Product_264,Home,3,2709,5,7720.65,Kolkata,East,NetBanking,Same Day,Marketplace,No
166,166,6/3/2025,2181,Customer_2007,363,Product_289,Fashion,4,236,10,849.6,Lucknow,North,COD,Same Day,Website,No
167,167,8/20/2025,2971,Customer_2819,323,Product_14,Beauty,4,2275,25,6825,Bengaluru,South,Card,Same Day,Website,No
168,168,6/23/2024,2577,Customer_2954,318,Product_397,Sports,2,2084,0,4168,Lucknow,North,UPI,Standard,Website,No
169,169,11/17/2024,621,Customer_1692,354,Product_105,Sports,5,3963,30,13870.5,Kolkata,East,UPI,Same Day,Mobile App,Yes
170,170,7/28/2025,2713,Customer_1960,270,Product_193,Fashion,2,3865,20,6184,Bengaluru,South,COD,Same Day,Marketplace,No
171,171,9/16/2025,788,Customer_1010,143,Product_286,Fashion,2,2538,30,3553.2,Kolkata,East,COD,Same Day,Mobile App,No
172,172,11/20/2024,1429,Customer_2296,479,Product_479,Fashion,3,1098,20,2635.2,Kolkata,East,NetBanking,Express,Marketplace,Yes
173,173,10/24/2024,1179,Customer_2926,41,Product_178,Sports,3,4024,5,11468.4,Delhi,North,Card,Same Day,Marketplace,No
174,174,5/20/2024,2522,Customer_2404,123,Product_125,Electronics,5,1948,25,7305,Delhi,North,Card,Standard,Website,No
175,175,12/4/2024,412,Customer_2791,395,Product_71,Electronics,5,1393,15,5920.25,Kolkata,East,NetBanking,Express,Mobile App,No
176,176,11/24/2024,2646,Customer_243,465,Product_394,Electronics,5,2002,20,8008,Bengaluru,South,UPI,Standard,Retail,Yes
177,177,2/7/2024,2030,Customer_764,480,Product_384,Fashion,1,175,10,157.5,Kolkata,East,UPI,Express,Marketplace,No
178,178,10/18/2025,2148,Customer_2024,456,Product_481,Home,5,3934,10,17703,Lucknow,North,Card,Standard,Marketplace,Yes
179,179,1/18/2026,2656,Customer_1054,368,Product_96,Electronics,3,2516,20,6038.4,Kolkata,East,Card,Standard,Retail,No
180,180,6/11/2025,356,Customer_1642,343,Product_49,Home,2,4011,10,7219.8,Bengaluru,South,Card,Standard,Marketplace,No
181,181,8/29/2024,1094,Customer_1351,155,Product_299,Beauty,1,2242,25,1681.5,Kolkata,East,COD,Same Day,Mobile App,Yes
182,182,11/14/2025,1907,Customer_1257,82,Product_208,Beauty,3,1061,25,2387.25,Delhi,North,COD,Express,Mobile App,Yes
183,183,5/16/2024,628,Customer_1864,383,Product_311,Fashion,4,4599,15,15636.6,Kolkata,East,Card,Standard,Website,No
184,184,6/24/2025,320,Customer_2311,58,Product_32,Beauty,5,1756,20,7024,Bengaluru,South,Card,Standard,Marketplace,No
185,185,4/29/2024,2937,Customer_2389,251,Product_47,Beauty,4,555,15,1887,Mumbai,West,Card,Same Day,Retail,No
186,186,7/31/2025,2289,Customer_1894,345,Product_414,Fashion,1,3343,10,3008.7,Delhi,North,UPI,Same Day,Mobile App,Yes
187,187,2/16/2024,1412,Customer_2869,33,Product_278,Electronics,1,3967,0,3967,Kolkata,East,COD,Express,Mobile App,Yes
188,188,2/23/2026,1534,Customer_1567,230,Product_446,Sports,4,757,25,2271,Kolkata,East,Card,Same Day,Marketplace,Yes
189,189,7/1/2024,1610,Customer_2167,66,Product_373,Home,1,286,10,257.4,Lucknow,North,NetBanking,Same Day,Retail,No
190,190,4/23/2026,1014,Customer_1887,178,Product_80,Fashion,2,1024,0,2048,Mumbai,West,NetBanking,Same Day,Website,Yes
191,191,7/30/2024,414,Customer_2433,18,Product_229,Beauty,1,2104,25,1578,Delhi,North,UPI,Express,Retail,Yes
192,192,7/6/2025,232,Customer_574,258,Product_149,Home,5,2712,20,10848,Mumbai,West,COD,Standard,Marketplace,Yes
193,193,11/7/2025,906,Customer_1694,154,Product_141,Electronics,5,4946,25,18547.5,Lucknow,North,Card,Same Day,Retail,No
194,194,2/18/2024,2636,Customer_2750,196,Product_403,Beauty,3,3510,15,8950.5,Bengaluru,South,Card,Express,Retail,Yes
195,195,2/11/2026,1940,Customer_988,435,Product_116,Fashion,2,3893,0,7786,Lucknow,North,NetBanking,Express,Mobile App,No
196,196,9/5/2024,833,Customer_1353,332,Product_41,Sports,3,857,20,2056.8,Bengaluru,South,Card,Standard,Marketplace,No
197,197,11/20/2025,2470,Customer_162,448,Product_38,Home,5,4678,5,22220.5,Lucknow,North,NetBanking,Standard,Marketplace,No
198,198,1/16/2024,779,Customer_481,383,Product_387,Sports,2,1775,15,3017.5,Mumbai,West,Card,Same Day,Marketplace,No
199,199,1/24/2025,2186,Customer_2658,184,Product_158,Fashion,3,4300,15,10965,Kolkata,East,NetBanking,Standard,Retail,No
200,200,7/27/2024,1282,Customer_1696,24,Product_289,Home,2,232,10,417.6,Bengaluru,South,NetBanking,Express,Mobile App,Yes
201,201,12/3/2024,1556,Customer_2334,427,Product_126,Sports,5,2865,10,12892.5,Mumbai,West,NetBanking,Same Day,Retail,No
202,202,6/21/2024,694,Customer_574,369,Product_280,Sports,2,4541,25,6811.5,Bengaluru,South,UPI,Same Day,Website,Yes
203,203,4/17/2026,27,Customer_1690,71,Product_432,Home,1,1337,0,1337,Delhi,North,Card,Same Day,Retail,No
204,204,3/2/2024,2613,Customer_2732,479,Product_316,Sports,4,228,0,912,Lucknow,North,NetBanking,Standard,Website,No
205,205,7/2/2025,71,Customer_2058,417,Product_358,Sports,2,976,0,1952,Bengaluru,South,Card,Standard,Mobile App,No
206,206,4/14/2026,1095,Customer_1626,41,Product_192,Sports,4,4728,5,17966.4,Bengaluru,South,Card,Express,Website,Yes
207,207,4/5/2024,1554,Customer_1545,283,Product_244,Electronics,1,1503,0,1503,Kolkata,East,NetBanking,Express,Marketplace,Yes
